product_id,order_id,order_date,product_name,category,quantity,unit_price,bill_value,city,state,sales_channel,customer_age,discount_pct,payment_mode,return_flag,brand_name,total_amount
IT10066,5066,2025-05-26,Top,Western,2,632.0,1264.0,Bhavnagar,Tamil Nadu,Offline,18,10,Cash,Yes,SheStyle,1264.0
IT10067,5067,2025-02-10,Saree,Ethnic,5,7885.0,39425.0,Bhavnagar,Tamil Nadu,Online,23,5,Card,No,SheStyle,39425.0
IT10070,5070,2025-03-26,Lehenga,Ethnic,1,7289.0,7289.0,Vadodara,Tamil Nadu,Online,41,15,Card,No,SheStyle,7289.0
IT10073,5073,2025-03-07,Top,Western,1,1076.0,1076.0,Rajkot,Tamil Nadu,Offline,38,15,Cash,Yes,SheStyle,1076.0
IT10077,5077,2025-08-07,Anarkali Suit,Ethnic,2,5048.0,10096.0,Vadodara,Tamil Nadu,Online,40,5,Card,No,SheStyle,10096.0
IT10078,5078,2025-01-19,Leggings,Casual,4,1472.0,5888.0,Vadodara,Tamil Nadu,Offline,40,0,Cash,No,SheStyle,5888.0
IT10082,5082,2025-07-22,Leggings,Casual,1,1560.0,1560.0,Ahmedabad,Tamil Nadu,Offline,19,10,Card,Yes,SheStyle,1560.0
IT10083,5083,2025-05-04,Kurti,Ethnic,5,1542.0,7710.0,Surat,Tamil Nadu,Online,29,10,Card,Yes,SheStyle,7710.0
IT10084,5084,2025-07-17,Kurti,Ethnic,2,1780.0,3560.0,Rajkot,Tamil Nadu,Online,28,5,Cash,Yes,SheStyle,3560.0
IT10094,5094,2025-02-12,Saree,Ethnic,3,3368.0,10104.0,Rajkot,Tamil Nadu,Online,43,5,UPI,No,SheStyle,10104.0
IT10095,5095,2025-05-04,Top,Western,4,977.0,3908.0,Ahmedabad,Tamil Nadu,Offline,40,15,Card,No,SheStyle,3908.0
IT10096,5096,2025-12-09,Lehenga,Ethnic,1,5863.0,5863.0,Surat,Tamil Nadu,Online,35,15,Card,Yes,SheStyle,5863.0
IT10099,5099,2025-04-24,Top,Western,2,1534.0,3068.0,Ahmedabad,Tamil Nadu,Offline,41,0,Cash,Yes,SheStyle,3068.0
IT10100,5100,2025-11-27,Saree,Ethnic,1,5148.0,5148.0,Bhavnagar,Tamil Nadu,Online,41,20,Cash,Yes,SheStyle,5148.0
IT10104,5104,2025-08-19,Jeans,Western,1,2280.0,2280.0,Surat,Tamil Nadu,Offline,45,5,Cash,Yes,SheStyle,2280.0
IT10107,5107,2025-11-20,Saree,Ethnic,4,4877.0,19508.0,Rajkot,Tamil Nadu,Online,44,10,Cash,Yes,SheStyle,19508.0
IT10109,5109,2025-03-05,Top,Western,2,991.0,1982.0,Bhavnagar,Tamil Nadu,Online,35,10,UPI,Yes,SheStyle,1982.0
IT10110,5110,2025-02-14,Lehenga,Ethnic,1,8423.0,8423.0,Vadodara,Tamil Nadu,Online,32,10,UPI,No,SheStyle,8423.0
IT10112,5112,2025-08-30,Top,Western,1,1259.0,1259.0,Rajkot,Tamil Nadu,Online,27,15,UPI,No,SheStyle,1259.0
IT10113,5113,2025-03-25,Jeans,Western,5,2651.0,13255.0,Ahmedabad,Goa,Offline,30,0,UPI,Yes,SheStyle,13255.0
IT10126,5126,2025-06-13,Kurti,Ethnic,4,944.0,3776.0,Bhavnagar,Goa,Offline,43,5,Card,No,SheStyle,3776.0
IT10127,5127,2025-11-09,Top,Western,3,1113.0,3339.0,Ahmedabad,Goa,Offline,45,20,Cash,Yes,SheStyle,3339.0
IT10130,5130,2025-05-26,Skirt,Western,1,2318.0,2318.0,Vadodara,Goa,Online,36,10,Card,Yes,SheStyle,2318.0
IT10134,5134,2025-09-16,Leggings,Casual,4,1078.0,4312.0,Rajkot,Goa,Offline,22,10,UPI,No,SheStyle,4312.0
IT10137,5137,2025-08-24,Jeans,Western,3,1881.0,5643.0,Vadodara,Goa,Offline,31,20,UPI,No,SheStyle,5643.0
IT10138,5138,2025-05-10,Saree,Ethnic,4,4778.0,19112.0,Vadodara,Goa,Online,26,20,Cash,Yes,SheStyle,19112.0
IT10145,5145,2025-12-25,Kurti,Ethnic,3,1657.0,4971.0,Rajkot,Goa,Online,42,20,Card,Yes,SheStyle,4971.0
IT10149,5149,2025-09-26,Leggings,Casual,2,1747.0,3494.0,Vadodara,Goa,Offline,25,5,Card,No,SheStyle,3494.0
IT10150,5150,2025-08-29,Top,Western,2,1129.0,2258.0,Vadodara,Goa,Online,28,5,Cash,No,SheStyle,2258.0
IT10151,5151,2025-04-24,Saree,Ethnic,3,6892.0,20676.0,Rajkot,Goa,Online,38,20,UPI,No,SheStyle,20676.0
IT10152,5152,2025-12-08,Saree,Ethnic,1,6129.0,6129.0,Vadodara,Goa,Offline,29,20,Card,Yes,SheStyle,6129.0
IT10154,5154,2025-02-12,Skirt,Western,4,2120.0,8480.0,Rajkot,Goa,Offline,32,15,UPI,No,SheStyle,8480.0
IT10157,5157,2025-11-21,Kurti,Ethnic,3,1692.0,5076.0,Rajkot,Goa,Offline,40,5,UPI,Yes,SheStyle,5076.0
IT10163,5163,2025-03-16,Kurti,Ethnic,4,689.0,2756.0,Vadodara,Goa,Offline,23,10,Cash,No,SheStyle,2756.0
IT10164,5164,2025-12-25,Kurti,Ethnic,4,799.0,3196.0,Ahmedabad,Goa,Offline,43,15,Cash,Yes,SheStyle,3196.0
IT10167,5167,2025-11-16,Anarkali Suit,Ethnic,1,3045.0,3045.0,Bhavnagar,Goa,Offline,32,15,Card,No,SheStyle,3045.0
IT10169,5169,2025-08-28,Saree,Ethnic,2,7512.0,15024.0,Bhavnagar,Goa,Offline,28,10,Cash,Yes,SheStyle,15024.0
IT10173,5173,2025-07-07,Top,Western,4,1935.0,7740.0,Rajkot,Goa,Online,32,15,UPI,No,SheStyle,7740.0
IT10180,5180,2025-01-04,Skirt,Western,3,2443.0,7329.0,Surat,Goa,Offline,42,15,Cash,Yes,SheStyle,7329.0
IT10182,5182,2025-09-03,Anarkali Suit,Ethnic,1,5160.0,5160.0,Bhavnagar,Goa,Online,41,20,UPI,No,SheStyle,5160.0
IT10184,5184,2025-01-12,Kurti,Ethnic,3,1943.0,5829.0,Surat,Goa,Offline,39,0,Cash,Yes,SheStyle,5829.0
IT10186,5186,2025-06-01,Saree,Ethnic,3,5130.0,15390.0,Bhavnagar,Goa,Offline,45,0,Card,No,SheStyle,15390.0
IT10187,5187,2025-09-15,Saree,Ethnic,1,9985.0,9985.0,Ahmedabad,Goa,Offline,27,10,Cash,No,SheStyle,9985.0
IT10188,5188,2025-03-21,Saree,Ethnic,5,6400.0,32000.0,Ahmedabad,Goa,Offline,35,10,Card,No,SheStyle,32000.0
IT10189,5189,2025-11-14,Kurti,Ethnic,3,714.0,2142.0,Bhavnagar,Goa,Offline,27,20,Card,No,SheStyle,2142.0
IT10191,5191,2025-02-18,Kurti,Ethnic,1,769.0,769.0,Surat,Goa,Online,28,20,Card,No,SheStyle,769.0
IT10192,5192,2025-03-29,Skirt,Western,1,2950.0,2950.0,Rajkot,Goa,Online,39,0,Card,Yes,SheStyle,2950.0
IT10193,5193,2025-09-26,Anarkali Suit,Ethnic,1,6837.0,6837.0,Ahmedabad,Goa,Online,28,0,UPI,No,SheStyle,6837.0
IT10194,5194,2025-10-29,Jeans,Western,3,2585.0,7755.0,Rajkot,Goa,Offline,25,10,Cash,No,SheStyle,7755.0
IT10199,5199,2025-07-20,Top,Western,4,1439.0,5756.0,Ahmedabad,Goa,Offline,20,5,Card,Yes,SheStyle,5756.0
IT10205,5205,2025-06-03,Leggings,Casual,2,702.0,1404.0,Rajkot,Goa,Online,43,0,Cash,Yes,SheStyle,1404.0
IT10206,5206,2025-01-07,Top,Western,4,935.0,3740.0,Vadodara,Goa,Online,32,10,Card,Yes,SheStyle,3740.0
IT10207,5207,2025-12-11,Kurti,Ethnic,5,674.0,3370.0,Vadodara,Goa,Online,18,0,UPI,Yes,SheStyle,3370.0
IT10208,5208,2025-07-29,Skirt,Western,2,2421.0,4842.0,Surat,Goa,Offline,30,0,Unknown,No,SheStyle,4842.0
IT10212,5212,2025-05-20,Leggings,Casual,2,1646.0,3292.0,Ahmedabad,Goa,Offline,22,10,UPI,No,SheStyle,3292.0
IT10213,5213,2025-05-20,Top,Western,3,1487.0,4461.0,Surat,Goa,Offline,32,0,UPI,Yes,SheStyle,4461.0
IT10214,5214,2025-07-07,Skirt,Western,5,2088.0,10440.0,Vadodara,Goa,Offline,33,5,UPI,Yes,SheStyle,10440.0
IT10215,5215,2025-01-02,Leggings,Casual,2,512.0,1024.0,Vadodara,Goa,Offline,19,15,Cash,Yes,SheStyle,1024.0
IT10217,5217,2025-07-30,Top,Western,3,1666.0,4998.0,Ahmedabad,Goa,Online,29,10,Unknown,Yes,SheStyle,4998.0
IT10218,5218,2025-03-15,Leggings,Casual,5,1513.0,7565.0,Rajkot,Goa,Online,39,20,Cash,No,SheStyle,7565.0
IT10221,5221,2025-12-07,Saree,Ethnic,4,5470.0,21880.0,Bhavnagar,Goa,Online,44,15,UPI,No,SheStyle,21880.0
IT10223,5223,2025-12-17,Lehenga,Ethnic,5,4447.0,22235.0,Surat,Goa,Offline,41,0,UPI,No,SheStyle,22235.0
IT10225,5225,2025-04-06,Jeans,Western,3,1901.0,5703.0,Rajkot,Goa,Offline,34,15,UPI,No,SheStyle,5703.0
IT10226,5226,2025-09-19,Skirt,Western,3,1952.0,5856.0,Surat,Goa,Online,38,0,UPI,No,SheStyle,5856.0
IT10227,5227,2025-09-17,Leggings,Casual,5,1716.0,8580.0,Bhavnagar,Goa,Offline,19,5,UPI,Yes,SheStyle,8580.0
IT10235,5235,2025-05-05,Top,Western,4,959.0,3836.0,Vadodara,Goa,Online,33,15,UPI,Yes,SheStyle,3836.0
IT10236,5236,2025-06-09,Kurti,Ethnic,4,567.0,2268.0,Ahmedabad,Goa,Online,40,15,Card,No,SheStyle,2268.0
IT10239,5239,2025-05-28,Top,Western,5,1149.0,5745.0,Rajkot,Goa,Offline,25,5,Cash,Yes,SheStyle,5745.0
IT10241,5241,2025-09-19,Leggings,Casual,4,1397.0,5588.0,Vadodara,Goa,Offline,44,10,UPI,No,SheStyle,5588.0
IT10242,5242,2025-06-02,Top,Western,5,920.0,4600.0,Rajkot,Goa,Online,25,10,UPI,Yes,SheStyle,4600.0
IT10244,5244,2025-09-14,Kurti,Ethnic,1,1360.0,1360.0,Bhavnagar,Goa,Offline,29,10,Card,Yes,SheStyle,1360.0
IT10245,5245,2025-01-22,Saree,Ethnic,2,9479.0,18958.0,Surat,Goa,Offline,24,5,UPI,Yes,SheStyle,18958.0
IT10248,5248,2025-11-24,Jeans,Western,1,1748.0,1748.0,Ahmedabad,Goa,Offline,23,0,Card,Yes,SheStyle,1748.0
IT10249,5249,2025-03-31,Lehenga,Ethnic,3,7546.0,22638.0,Surat,Goa,Online,27,10,Card,Yes,SheStyle,22638.0
IT10251,5251,2025-07-21,Skirt,Western,1,2569.0,2569.0,Rajkot,Goa,Offline,32,10,Cash,No,SheStyle,2569.0
IT10252,5252,2025-03-29,Jeans,Western,2,2511.0,5022.0,Bhavnagar,Goa,Online,22,5,UPI,Yes,SheStyle,5022.0
IT10257,5257,2025-04-01,Skirt,Western,5,1982.0,9910.0,Surat,Goa,Online,23,15,UPI,Yes,SheStyle,9910.0
IT10262,5262,2025-09-22,Saree,Ethnic,3,5877.0,17631.0,Vadodara,Goa,Online,21,10,UPI,No,SheStyle,17631.0
IT10263,5263,2025-09-28,Top,Western,4,636.0,2544.0,Rajkot,Goa,Online,38,15,Cash,Yes,SheStyle,2544.0
IT10264,5264,2025-01-09,Lehenga,Ethnic,2,5326.0,10652.0,Bhavnagar,Goa,Online,37,10,Cash,No,SheStyle,10652.0
IT10265,5265,2025-12-24,Leggings,Casual,3,677.0,2031.0,Bhavnagar,Goa,Online,38,15,Cash,Yes,SheStyle,2031.0
IT10267,5267,2025-08-02,Jeans,Western,5,2592.0,12960.0,Ahmedabad,Goa,Online,33,10,Card,Yes,SheStyle,12960.0
IT10271,5271,2025-11-19,Anarkali Suit,Ethnic,2,5022.0,10044.0,Rajkot,Goa,Online,26,20,Card,No,SheStyle,10044.0
IT10276,5276,2025-10-16,Jeans,Western,5,1803.0,9015.0,Surat,Goa,Online,42,15,Cash,No,SheStyle,9015.0
IT10278,5278,2025-08-30,Anarkali Suit,Ethnic,5,9872.0,49360.0,Vadodara,Goa,Offline,38,5,UPI,Yes,SheStyle,49360.0
IT10279,5279,2025-12-07,Lehenga,Ethnic,2,9564.0,19128.0,Rajkot,Goa,Offline,20,5,Card,Yes,SheStyle,19128.0
IT10282,5282,2025-08-25,Kurti,Ethnic,3,578.0,1734.0,Surat,Goa,Online,39,10,UPI,No,SheStyle,1734.0
IT10285,5285,2025-11-15,Saree,Ethnic,3,9415.0,28245.0,Surat,Goa,Online,43,20,Card,No,SheStyle,28245.0
IT10286,5286,2025-03-26,Top,Western,1,870.0,870.0,Surat,Goa,Offline,33,5,Card,No,SheStyle,870.0
IT10287,5287,2025-02-25,Kurti,Ethnic,2,1677.0,3354.0,Rajkot,Goa,Online,45,10,UPI,Yes,SheStyle,3354.0
IT10288,5288,2025-02-09,Anarkali Suit,Ethnic,5,5982.0,29910.0,Surat,Goa,Offline,41,10,UPI,Yes,SheStyle,29910.0
IT10289,5289,2025-03-27,Anarkali Suit,Ethnic,1,9227.0,9227.0,Rajkot,Goa,Online,24,0,UPI,Yes,SheStyle,9227.0
IT10290,5290,2025-12-25,Skirt,Western,5,1555.0,7775.0,Surat,Goa,Offline,42,10,Cash,Yes,SheStyle,7775.0
IT10291,5291,2025-11-11,Saree,Ethnic,5,6513.0,32565.0,Surat,Goa,Offline,22,0,Card,No,SheStyle,32565.0
IT10292,5292,2025-06-04,Jeans,Western,3,1934.0,5802.0,Ahmedabad,Goa,Offline,40,20,Card,No,SheStyle,5802.0
IT10293,5293,2025-05-25,Kurti,Ethnic,4,1296.0,5184.0,Bhavnagar,Goa,Offline,41,10,UPI,No,SheStyle,5184.0
IT10295,5295,2025-10-26,Kurti,Ethnic,3,1547.0,4641.0,Rajkot,Goa,Online,27,20,UPI,Yes,SheStyle,4641.0
IT10296,5296,2025-09-25,Anarkali Suit,Ethnic,3,3265.0,9795.0,Bhavnagar,Goa,Online,24,15,Cash,Yes,SheStyle,9795.0
IT10297,5297,2025-11-11,Top,Western,5,1934.0,9670.0,Vadodara,Goa,Online,39,5,UPI,Yes,SheStyle,9670.0
IT10299,5299,2025-10-29,Jeans,Western,2,2959.0,5918.0,Ahmedabad,Goa,Online,19,15,UPI,Yes,SheStyle,5918.0
IT10301,5301,2025-07-22,Lehenga,Ethnic,3,9567.0,28701.0,Ahmedabad,Goa,Offline,18,20,UPI,No,SheStyle,28701.0
IT10303,5303,2025-05-21,Kurti,Ethnic,3,936.0,2808.0,Surat,Goa,Online,28,5,UPI,Yes,SheStyle,2808.0
IT10304,5304,2025-07-30,Saree,Ethnic,4,4764.0,19056.0,Bhavnagar,Goa,Online,39,5,UPI,Yes,SheStyle,19056.0
IT10305,5305,2025-04-21,Lehenga,Ethnic,3,3784.0,11352.0,Rajkot,Goa,Online,31,20,Cash,No,SheStyle,11352.0
IT10306,5306,2025-01-23,Skirt,Western,2,2770.0,5540.0,Bhavnagar,Goa,Offline,30,0,Cash,No,SheStyle,5540.0
IT10307,5307,2025-06-13,Anarkali Suit,Ethnic,5,9473.0,47365.0,Vadodara,Goa,Offline,42,10,Unknown,No,SheStyle,47365.0
IT10310,5310,2025-05-07,Leggings,Casual,4,1171.0,4684.0,Surat,Goa,Offline,34,20,Card,No,SheStyle,4684.0
IT10311,5311,2025-05-02,Top,Western,2,746.0,1492.0,Vadodara,Goa,Offline,26,20,UPI,No,SheStyle,1492.0
IT10316,5316,2025-03-29,Saree,Ethnic,2,4872.0,9744.0,Bhavnagar,Goa,Online,32,20,UPI,No,SheStyle,9744.0
IT10317,5317,2025-05-16,Saree,Ethnic,1,9073.0,9073.0,Rajkot,Goa,Online,24,0,Cash,No,SheStyle,9073.0
IT10320,5320,2025-01-26,Leggings,Casual,3,1780.0,5340.0,Vadodara,Goa,Online,43,0,UPI,No,SheStyle,5340.0
IT10321,5321,2025-09-17,Top,Western,1,1947.0,1947.0,Bhavnagar,Goa,Offline,43,5,Card,Yes,SheStyle,1947.0
IT10322,5322,2025-09-04,Top,Western,4,996.0,3984.0,Surat,Goa,Offline,18,0,Cash,No,SheStyle,3984.0
IT10326,5326,2025-07-26,Jeans,Western,1,2628.0,2628.0,Bhavnagar,Goa,Online,38,0,Cash,No,SheStyle,2628.0
IT10327,5327,2025-02-28,Jeans,Western,2,2812.0,5624.0,Ahmedabad,Goa,Offline,31,0,Card,No,SheStyle,5624.0
IT10328,5328,2025-04-10,Jeans,Western,2,1786.0,3572.0,Rajkot,Goa,Online,24,0,UPI,Yes,SheStyle,3572.0
IT10330,5330,2025-09-26,Saree,Ethnic,5,7493.0,37465.0,Rajkot,Goa,Online,30,20,UPI,No,SheStyle,37465.0
IT10339,5339,2025-07-10,Top,Western,5,1256.0,6280.0,Rajkot,Goa,Offline,23,20,UPI,No,SheStyle,6280.0
IT10342,5342,2025-12-22,Jeans,Western,2,2823.0,5646.0,Bhavnagar,Goa,Online,38,5,Card,No,SheStyle,5646.0
IT10343,5343,2025-11-27,Top,Western,3,1910.0,5730.0,Bhavnagar,Goa,Online,34,20,UPI,Yes,SheStyle,5730.0
IT10344,5344,2025-01-08,Top,Western,3,1853.0,5559.0,Ahmedabad,Goa,Online,36,0,Cash,Yes,SheStyle,5559.0
IT10345,5345,2025-01-10,Top,Western,5,1791.0,8955.0,Ahmedabad,Goa,Online,20,20,UPI,No,SheStyle,8955.0
IT10348,5348,2025-02-03,Leggings,Casual,2,606.0,1212.0,Ahmedabad,Goa,Online,21,0,Cash,No,SheStyle,1212.0
IT10351,5351,2025-09-17,Lehenga,Ethnic,3,7840.0,23520.0,Ahmedabad,Goa,Offline,26,15,Card,Yes,SheStyle,23520.0
IT10352,5352,2025-10-02,Saree,Ethnic,3,5555.0,16665.0,Surat,Goa,Offline,25,15,Cash,No,SheStyle,16665.0
IT10353,5353,2025-07-13,Skirt,Western,4,1551.0,6204.0,Ahmedabad,Goa,Online,31,10,Card,Yes,SheStyle,6204.0
IT10355,5355,2025-10-03,Jeans,Western,2,1730.0,3460.0,Rajkot,Goa,Offline,32,15,UPI,Yes,SheStyle,3460.0
IT10361,5361,2025-01-28,Anarkali Suit,Ethnic,2,4114.0,8228.0,Rajkot,Goa,Online,31,15,UPI,No,SheStyle,8228.0
IT10362,5362,2025-09-21,Saree,Ethnic,2,5400.0,10800.0,Bhavnagar,Goa,Online,37,5,Cash,Yes,SheStyle,10800.0
IT10365,5365,2025-05-05,Jeans,Western,5,2794.0,13970.0,Surat,Goa,Offline,45,0,UPI,Yes,SheStyle,13970.0
IT10366,5366,2025-12-07,Skirt,Western,2,2256.0,4512.0,Bhavnagar,Goa,Online,32,15,Cash,No,SheStyle,4512.0
IT10369,5369,2025-10-23,Skirt,Western,3,2006.0,6018.0,Bhavnagar,Goa,Online,45,15,UPI,Yes,SheStyle,6018.0
IT10370,5370,2025-03-25,Kurti,Ethnic,2,1947.0,3894.0,Rajkot,Goa,Offline,33,10,Card,Yes,SheStyle,3894.0
IT10371,5371,2025-10-18,Top,Western,3,1686.0,5058.0,Bhavnagar,Goa,Online,29,0,Cash,No,SheStyle,5058.0
IT10373,5373,2025-02-28,Top,Western,3,1161.0,3483.0,Bhavnagar,Goa,Online,39,10,Card,No,SheStyle,3483.0
IT10374,5374,2025-05-18,Kurti,Ethnic,5,1444.0,7220.0,Bhavnagar,Goa,Offline,37,5,Card,No,SheStyle,7220.0
IT10375,5375,2025-07-04,Top,Western,1,1867.0,1867.0,Ahmedabad,Goa,Online,27,0,Card,Yes,SheStyle,1867.0
IT10380,5380,2025-10-14,Top,Western,1,1660.0,1660.0,Ahmedabad,Goa,Offline,45,10,Cash,No,SheStyle,1660.0
IT10382,5382,2025-09-20,Jeans,Western,2,2571.0,5142.0,Vadodara,Goa,Online,24,20,Card,No,SheStyle,5142.0
IT10384,5384,2025-09-28,Kurti,Ethnic,4,1978.0,7912.0,Rajkot,Goa,Offline,26,10,Card,No,SheStyle,7912.0
IT10386,5386,2025-07-22,Top,Western,4,784.0,3136.0,Surat,Goa,Online,36,15,Cash,Yes,SheStyle,3136.0
IT10387,5387,2025-07-21,Skirt,Western,3,1816.0,5448.0,Ahmedabad,Tamil Nadu,Offline,40,10,UPI,No,SheStyle,5448.0
IT10388,5388,2025-12-16,Top,Western,4,1779.0,7116.0,Ahmedabad,Tamil Nadu,Offline,30,0,UPI,No,SheStyle,7116.0
IT10390,5390,2025-04-16,Lehenga,Ethnic,3,3525.0,10575.0,Rajkot,Tamil Nadu,Offline,25,20,UPI,No,SheStyle,10575.0
IT10393,5393,2025-04-29,Lehenga,Ethnic,5,6067.0,30335.0,Vadodara,Tamil Nadu,Offline,43,5,UPI,Yes,SheStyle,30335.0
IT10398,5398,2025-11-07,Skirt,Western,4,2173.0,8692.0,Bhavnagar,Tamil Nadu,Online,39,5,Cash,Yes,SheStyle,8692.0
IT10402,5402,2025-12-24,Saree,Ethnic,5,4381.0,21905.0,Rajkot,Tamil Nadu,Online,35,10,UPI,Yes,SheStyle,21905.0
IT10403,5403,2025-11-05,Anarkali Suit,Ethnic,3,3924.0,11772.0,Surat,Tamil Nadu,Online,24,0,UPI,Yes,SheStyle,11772.0
IT10405,5405,2025-03-12,Jeans,Western,1,2816.0,2816.0,Ahmedabad,Tamil Nadu,Online,30,5,UPI,No,SheStyle,2816.0
IT10408,5408,2025-09-13,Jeans,Western,4,1900.0,7600.0,Bhavnagar,Tamil Nadu,Online,25,15,Cash,No,SheStyle,7600.0
IT10410,5410,2025-07-19,Top,Western,1,1449.0,1449.0,Rajkot,Tamil Nadu,Offline,36,0,UPI,Yes,SheStyle,1449.0
IT10419,5419,2025-10-28,Anarkali Suit,Ethnic,5,3789.0,18945.0,Rajkot,Tamil Nadu,Offline,32,15,Card,No,SheStyle,18945.0
IT10421,5421,2025-08-27,Top,Western,4,1757.0,7028.0,Vadodara,Tamil Nadu,Online,36,10,Card,Yes,SheStyle,7028.0
IT10422,5422,2025-08-19,Lehenga,Ethnic,1,3415.0,3415.0,Surat,Tamil Nadu,Online,44,15,UPI,Yes,SheStyle,3415.0
IT10423,5423,2025-07-18,Lehenga,Ethnic,3,3431.0,10293.0,Ahmedabad,Tamil Nadu,Offline,41,5,Cash,Yes,SheStyle,10293.0
IT10424,5424,2025-06-09,Saree,Ethnic,1,6535.0,6535.0,Bhavnagar,Tamil Nadu,Online,22,0,Cash,No,SheStyle,6535.0
IT10425,5425,2025-08-28,Top,Western,2,1327.0,2654.0,Surat,Tamil Nadu,Online,24,5,Unknown,Yes,SheStyle,2654.0
IT10426,5426,2025-09-05,Top,Western,5,1952.0,9760.0,Surat,Tamil Nadu,Offline,37,0,Cash,Yes,SheStyle,9760.0
IT10427,5427,2025-01-09,Skirt,Western,1,2732.0,2732.0,Rajkot,Tamil Nadu,Online,22,5,UPI,No,SheStyle,2732.0
IT10428,5428,2025-04-17,Jeans,Western,2,2337.0,4674.0,Surat,Tamil Nadu,Offline,40,5,UPI,Yes,SheStyle,4674.0
